period;cod_cod;cod_id;cod_name;city;stratum;year;semester;school_state;school_city;faculty;program;cod_snies;knowledge_area;shift;age;civil_status;gender;residence_zone;foreign;school_name;school_calendar;school_character;school_language;school_methodology;academic_aid;financial_aid;other_aid;study_and_work;age_mod;cantidad_matriculas;Cluster
2016-03;8961C;72U;7428N;cali;3;2016;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;17;soltero;F;urbana;no;colegio nuestra senora de fatima cali;a;femenino;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2009-01;301C;7300U;7181N;ginebra;3;2009;1;valle del cauca;ginebra;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;18;soltero;M;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2010-01;1082C;7301U;8666N;ginebra;2;2010;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;M;nd;no;institucion educativa de santa librada;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-01;268C;7302U;5593N;cali;3;2009;1;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;instituto tecnologico rafael navia varon;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2011-01;2228C;7303U;2981N;cali;2;2011;1;valle del cauca;ginebra;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;20;soltero;M;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2013-01;4242C;7304U;7576N;ginebra;2;2013;1;valle del cauca;ginebra;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;21;soltero;F;nd;no;colegio la inmaculada concepcion ginebra;a;femenino;nd;nd;nd;nd;nd;nd;21-25;1;1
2013-01;4180C;7305U;7111N;ginebra;2;2013;1;valle del cauca;ginebra;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;21;soltero;M;nd;no;institucion educativa ginebra la salle;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2011-03;2705C;7306U;11138N;cali;3;2011;2;valle del cauca;buga;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;19;soltero;F;nd;nd;liceo de los andes;b;femenino;nd;nd;nd;nd;nd;nd;15-20;1;0
2011-01;2231C;7307U;13520N;buga;5;2011;1;valle del cauca;buga;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;nd;si;liceo de los andes;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2020-01;14100C;7309U;7681N;ginebra;2;2020;1;valle del cauca;ginebra;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;26;soltero;M;urbana;no;colegio la inmaculada concepcion ginebra;a;mixto;espanol;educacion tradicional;no;si;no;si;26-40;1;1
2009-01;254C;730U;1796N;cali;2;2009;1;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;30;soltero;M;nd;no;instituto tecnico industrial san juan bosco cali;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2015-01;6718C;7310U;8372N;ginebra;3;2015;1;valle del cauca;ginebra;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;21;soltero;M;nd;no;colegio la inmaculada concepcion ginebra;a;mixto;nd;nd;nd;nd;nd;nd;21-25;2;0
2011-03;2415C;7311U;7750N;el cerrito;2;2011;2;valle del cauca;el cerrito;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;nd;instituto tecnico comercial e industrial providencia;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2012-01;3116C;7312U;9674N;cali;3;2012;1;valle del cauca;ginebra;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-03;6275C;7313U;13005N;ginebra;2;2014;2;valle del cauca;ginebra;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;institucion educativa ginebra la salle;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2013-03;4833C;7314U;13546N;ginebra;1;2013;2;valle del cauca;ginebra;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;7997C;7315U;8699N;cali;2;2016;1;valle del cauca;ginebra;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;19;soltero;M;nd;no;institucion educativa ginebra la salle;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2016-03;8874C;7316U;4564N;ginebra;3;2016;2;valle del cauca;buga;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;urbana;no;liceo de los andes;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2015-01;6481C;7317U;2003N;ginebra;2;2015;1;valle del cauca;ginebra;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;institucion educativa ginebra la salle;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;7882C;7318U;4056N;ginebra;2;2016;1;valle del cauca;ginebra;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9615C;7319U;9293N;ginebra;2;2017;1;valle del cauca;ginebra;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2010-01;1010C;731U;6176N;cali;3;2010;1;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;31;soltero;M;nd;no;colegio comunal nueva granada;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2010-01;1136C;7320U;2852N;cali;2;2010;1;valle del cauca;tulua;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;23;soltero;F;nd;no;escuela mercantil;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;25C;7321U;7898N;cali;3;2009;1;putumayo;orito;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;21;soltero;M;nd;no;institucion educativa rural antonio narino orito;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;216C;7322U;6488N;cali;3;2009;1;putumayo;orito;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;21;soltero;M;nd;no;institucion educativa rural antonio narino orito;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2010-01;1177C;7323U;14682N;cali;3;2010;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;22;soltero;F;nd;no;nd;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2010-03;1698C;7324U;8763N;cali;3;2010;2;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;21;soltero;M;nd;no;instituto tecnico industrial pedro antonio molina;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2010-01;1055C;7325U;819N;cali;5;2010;1;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa tecnico industrial veinte de julio;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8149C;7326U;2744N;cali;4;2016;1;valle del cauca;cali;Engineering;diseno industrial;103338;bellas artes;diurna;19;soltero;M;nd;no;colegio san antonio maria claret;b;masculino;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2017-03;9888C;7327U;5282N;tulua;3;2017;2;valle del cauca;tulua;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;M;urbana;no;colegio comfandi tulua;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2016-01;8241C;7328U;12188N;cali;2;2016;1;valle del cauca;bugalagrande;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;institucion educativa ceilan;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11760C;7329U;2076N;cali;3;2018;2;valle del cauca;bugalagrande;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;urbana;no;institucion educativa mariano gonzalez;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2011-01;2243C;732U;1376N;cali;3;2011;1;valle del cauca;cali;Engineering;ingenieria electronica y telecomunicaciones;55170;ingenieria arquitectura urbanismo y afines;nocturna;32;separado;M;nd;no;colegio mayor santiago de cali;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2011-01;2159C;7330U;14115N;cali;2;2011;1;cundinamarca;soacha;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;22;soltero;F;nd;no;institucion educativa general santander soacha;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;1
2019-01;12044C;7331U;281N;cali;3;2019;1;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;30;soltero;M;urbana;no;instituto tecnico industrial comuna diecisiete;b;mixto;espanol;educacion tradicional;no;si;no;no;26-40;1;0
2012-01;3155C;7332U;177N;sevilla;2;2012;1;valle del cauca;sevilla;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;22;soltero;F;nd;nd;nd;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2013-03;5215C;7334U;2966N;cali;3;2013;2;valle del cauca;sevilla;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;21;soltero;F;nd;no;institucion educativa general santander sevilla;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;1
2011-03;2786C;7335U;4888N;cali;3;2011;2;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;17;soltero;F;nd;no;colegio parroquial nuestra senora de los andes;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;1
2017-03;9942C;7336U;11318N;sevilla;2;2017;2;valle del cauca;sevilla;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;20;soltero;F;urbana;no;institucion educativa sevilla;a;mixto;espanol:ingles;educacion tradicional;si;si;si;si;15-20;1;1
2015-01;6799C;7337U;3271N;sevilla;2;2015;1;valle del cauca;sevilla;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;institucion educativa colegio san carlos;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2013-03;4680C;733U;5245N;cali;1;2013;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;34;soltero;M;nd;no;colegio santa teresa de jesus fe y alegria;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2013-01;4427C;7340U;18481N;cali;2;2013;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;27;soltero;M;nd;no;inem jorge isaacs;b;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2012-03;3673C;7341U;10402N;cali;2;2012;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;26;union libre;M;nd;no;institucion educativa bartolome loboguerrero;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2012-03;3985C;7342U;48N;candelaria;3;2012;2;risaralda;pereira;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;26;no definido;F;nd;no;colegio del sagrado corazon de jesus bethlemitas pereira;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;1
2013-03;4678C;7343U;8452N;candelaria;2;2013;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;27;union libre;M;nd;no;colegio santa isabel de hungria sede alfonso lopez;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2011-01;1976C;7348U;15902N;candelaria;2;2011;1;valle del cauca;candelaria;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;23;soltero;M;nd;no;institucion educativa nuestra senora de la candelaria candelaria;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2013-03;5223C;7349U;4116N;candelaria;2;2013;2;valle del cauca;candelaria;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;25;soltero;F;nd;no;colegio ana julia holguin de hurtado;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;1
2016-01;8052C;734U;7167N;cali;1;2016;1;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;36;union libre;M;nd;no;colegio fe y alegria madre alberta;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;26-40;1;0
2013-03;5224C;7350U;12221N;candelaria;2;2013;2;valle del cauca;candelaria;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;25;soltero;F;nd;no;institucion educativa nuestra senora de la candelaria candelaria;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;1
2012-01;3172C;7352U;16230N;cali;2;2012;1;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;24;soltero;M;nd;no;centro educativo camilo torres ceducat;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2014-01;5786C;7353U;18491N;cali;5;2014;1;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;26;soltero;M;nd;no;centro academico santiago de cali;b;nd;nd;nd;nd;nd;nd;nd;26-40;4;0
2010-01;1119C;7354U;12232N;pradera;1;2010;1;valle del cauca;candelaria;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;22;soltero;F;nd;no;colegio santiago renjifo salcedo satelite el cabuyal;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2012-01;3055C;7355U;1924N;candelaria;1;2012;1;valle del cauca;candelaria;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;23;soltero;F;nd;no;colegio ana julia holguin de hurtado;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2014-01;5705C;7356U;6720N;candelaria;2;2014;1;valle del cauca;palmira;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;25;soltero;F;nd;no;colegio militar general agustin codazzi;b;femenino;nd;nd;nd;nd;nd;nd;21-25;1;1
2017-01;9653C;7357U;5466N;miranda;1;2017;1;cauca;miranda;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;28;union libre;M;rural;no;instituto comercial el ortigal;b;mixto;espanol;educacion tradicional;no;no;si;si;26-40;1;0
2009-03;990C;7358U;9576N;santander de quilichao;4;2009;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;21;soltero;M;nd;no;colegio nino jesus de praga cali;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2018-03;11950C;7359U;7588N;candelaria;2;2018;2;valle del cauca;candelaria;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;29;union libre;M;urbana;no;institucion educativa nuestra senora de la candelaria;a;mixto;espanol;educacion tradicional;no;si;no;si;26-40;1;1
2011-03;2506C;735U;7272N;miranda;2;2011;2;cauca;miranda;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;32;soltero;M;nd;nd;institucion educativa leopoldo pizarro gonzalez;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2012-03;3832C;7360U;16398N;candelaria;1;2012;2;valle del cauca;candelaria;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;23;soltero;F;nd;no;institucion educativa nuestra senora de la candelaria candelaria;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;1
2012-01;3162C;7361U;1195N;candelaria;2;2012;1;valle del cauca;candelaria;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;23;soltero;M;nd;no;institucion educativa nuestra senora de la candelaria;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2014-03;6351C;7362U;1943N;candelaria;2;2014;2;valle del cauca;candelaria;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;25;soltero;M;nd;no;institucion educativa inmaculada concepcion;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2015-03;7511C;7363U;5289N;cali;2;2015;2;valle del cauca;palmira;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;26;soltero;M;nd;no;colegio militar general agustin codazzi;a;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2010-01;1448C;7365U;18536N;candelaria;2;2010;1;valle del cauca;ginebra;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;20;soltero;F;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;1
2010-03;1850C;7367U;13919N;florida;3;2010;2;valle del cauca;florida;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;20;soltero;F;nd;no;liceo tomas carrasquilla;nd;nd;nd;nd;nd;nd;nd;nd;15-20;2;1
2009-03;933C;7368U;1154N;cali;5;2009;2;cauca;popayan;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;M;nd;no;institucion educativa sagrado corazon de jesus popayan;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-01;10597C;736U;5338N;cali;4;2018;1;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;39;casado;M;urbana;no;centro de capacitacion y educacion dirigida cced cali;b;mixto;espanol;educacion tradicional;no;si;no;si;26-40;1;0
2009-01;229C;7370U;14800N;cali;3;2009;1;valle del cauca;florida;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;18;soltero;F;nd;no;institucion educativa las americas florida;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2012-01;3342C;7372U;2496N;cali;4;2012;1;tolima;ibague;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;21;soltero;M;nd;no;colegio latino ibague;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2010-03;1835C;7373U;1546N;candelaria;2;2010;2;choco;bagado;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;19;union libre;F;nd;no;colegio nuestra senora de la candelaria bagado;nd;nd;nd;nd;nd;nd;nd;nd;15-20;2;0
2013-03;5239C;7375U;1577N;candelaria;1;2013;2;valle del cauca;candelaria;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;22;soltero;F;nd;no;nd;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;1
2010-01;1126C;7376U;3979N;candelaria;2;2010;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;19;soltero;F;nd;no;colegio los andes cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;1
